Id,UserId,MessageContent,Time,Sender,MessageId
39838087-78b8-421e-b5d8-eaf232ded34b,9c86307b-8354-4575-86e7-89258e57881e,ICICI Bank Acct XX789 debited for Rs 377.00 on 29-Dec-25; Swiggy Ltd credited. UPI:532836659127. Call 18002662 for dispute. SMS BLOCK 789 to 9215676766.,2025-12-29 15:40:14+00,AD-ICICIT-S,7d6c2157-c45e-4799-82e8-74e740834586
986e1927-68f6-42f9-85c0-f451e1c2fb60,9c86307b-8354-4575-86e7-89258e57881e,ICICI Bank Acct XX789 debited for Rs 30.00 on 30-Dec-25; RAJESH REDDY MU credited. UPI:552084545580. Call 18002662 for dispute. SMS BLOCK 789 to 9215676766.,2025-12-30 03:46:47+00,AD-ICICIT-S,67210fcd-b7df-49bc-9ec9-55f3ddcbadcb
ed2aed0f-e47f-4982-aa4c-4f27427df82c,9c86307b-8354-4575-86e7-89258e57881e,ICICI Bank Acct XX789 debited for Rs 2806.00 on 31-Dec-25; FLIPKART PAYMEN credited. UPI:696534617823. Call 18002662 for dispute. SMS BLOCK 789 to 9215676766.,2025-12-31 08:29:05+00,AX-ICICIT-S,744ff6aa-24e9-4d1e-b311-4bf7e5f977a9
32239605-c137-4362-bc1c-8cbaaa941543,9c86307b-8354-4575-86e7-89258e57881e,ICICI Bank Acct XX789 debited for Rs 90.00 on 31-Dec-25; Mr C RAJU credited. UPI:642045287577. Call 18002662 for dispute. SMS BLOCK 789 to 9215676766.,2025-12-31 14:14:48+00,AD-ICICIT-S,c7def4e8-0472-4dc8-bed2-de21e029061e
0ebc8fa8-4d6b-4c67-9314-ad397763cf8a,9c86307b-8354-4575-86e7-89258e57881e,ICICI Bank Acct XX789 debited for Rs 70.00 on 31-Dec-25; MUKESH YADAV credited. UPI:382388925982. Call 18002662 for dispute. SMS BLOCK 789 to 9215676766.,2025-12-31 14:18:54+00,AX-ICICIT-S,43a12210-fd0d-4716-87fa-011302457885
921a7fb4-25ff-466c-af48-b64f4c754bf7,9c86307b-8354-4575-86e7-89258e57881e,"Rs. 90.00 debited from ICICI Bank Acc XX789 on 01-Jan-26 MIN*DIGITALOC. Bal Rs. 2,701.41. If not you call 18002662 or SMS BLOCK 789 to 9215676766",2026-01-01 05:53:58+00,VM-ICICIT-S,9d199522-62ec-42bd-8fbb-4b27586f6356
e7eade33-3299-4a2a-b22c-87433e54290c,9c86307b-8354-4575-86e7-89258e57881e,ICICI Bank Acct XX789 debited for Rs 304.00 on 01-Jan-26; Amazon India credited. UPI:900993540231. Call 18002662 for dispute. SMS BLOCK 789 to 9215676766.,2026-01-01 07:33:15+00,AD-ICICIT-S,98710e4a-24bf-4ab3-bdbe-f1b3992ed0b7
35dc3be5-c1a5-4caf-bf49-a55146f14391,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:50.00 on 01-08-2023 14:27:58 by Mob Bk ref no 321378597134 Avl Bal Rs:1312.08 -Union Bank of India,2023-08-01 09:40:03.69+00,AX-unionB,ab3ee72d-e774-4c8a-98ae-44cdf758e1a7
d6d401d8-f549-4cde-9a53-c84186e58d00,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs.45 on 06-08-2023 20:03:05 by Mob Bk ref no 321823766066 Avl Bal Rs:1198.08 -Union Bank of India,2023-08-06 14:33:13.722+00,AX-UNIONB,d036b076-da66-41b3-9e00-6082e5bd06bf
95930a69-35b2-4fb4-a8b8-b8beb065ec6c,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs.900 on 08-08-2023 13:33:43 by Mob Bk ref no 358619781769 Avl Bal Rs:2098.08 -Union Bank of India,2023-08-08 08:03:59.244+00,AX-UNIONB,d80438a1-7557-401b-9fdb-9a0f93c3b91a
5c38a49d-e799-4ac3-9d07-b8bc11d80342,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:100.00 on 08-08-2023 13:36:17 by Mob Bk ref no 358619961818 Avl Bal Rs:2198.08 -Union Bank of India,2023-08-08 08:07:24.777+00,AX-UNIONB,1567878c-215f-4243-a7d4-2ae459c371d6
56239823-c8e8-47d1-92a6-71d54da97c30,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:900.00 on 08-08-2023 13:55:55 by Mob Bk ref no 322071613512 Avl Bal Rs:1298.08 -Union Bank of India,2023-08-08 08:26:08.177+00,AX-UNIONB,cbe5a31b-ab0a-4d2e-939c-0f557c7ccd9c
eae066d4-de56-4c9f-a833-f2d916c6b850,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:400.00 on 08-08-2023 15:20:05 by Mob Bk ref no 322007039097 Avl Bal Rs:898.08 -Union Bank of India,2023-08-08 09:50:25.851+00,AX-UNIONB,e737cb52-4f62-4010-bc6a-ac52793e92f8
e45b92ea-9997-4a0e-846c-293dcfeac54c,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs.410 on 12-08-2023 08:20:08 by Mob Bk ref no 322449592010 Avl Bal Rs:428.08 -Union Bank of India,2023-08-12 02:50:14.147+00,AX-UNIONB,b1fa53ba-51a6-4910-83b6-86ee60782db7
a66e9d8b-2e88-4bd0-8a84-dda85bb7b24b,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:19.00 on 20-08-2023 19:43:57 by Mob Bk ref no 359840906614 Avl Bal Rs:280.08 -Union Bank of India,2023-08-20 14:14:14.68+00,AX-unionB,87f1cf56-14ea-4643-a664-b6232e6002bb
2320cdc4-65ec-4bf1-bb32-07d0a7e57b83,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:200.00 on 27-08-2023 10:49:31 by Mob Bk ref no 323930795761 Avl Bal Rs:350.08 -Union Bank of India,2023-08-27 05:19:39.085+00,AX-unionB,ea4a2472-5c1c-4680-8ce6-93bf6c8f98d4
2adf2f2a-5a84-487a-9804-ace88c5de5fb,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:2000.00 on 29-08-2023 12:42:01 by Mob Bk ref no 324184111080 Avl Bal Rs:7350.08 -Union Bank of India,2023-08-29 07:12:22.956+00,AX-unionB,4197aff4-1cef-49f5-a804-bef3a6e98db8
4b9f2968-15c3-4446-8bd4-41624b41b04f,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:19.00 on 03-09-2023 20:57:00 by Mob Bk ref no 324657502948 Avl Bal Rs:3751.08 -Union Bank of India,2023-09-03 15:27:08.333+00,AX-UNIONB,dd655513-d665-4a1c-82ab-27a4209f45f6
f0a32dc6-6450-4c82-8129-953e355764b2,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:3000.00 on 04-09-2023 08:01:33 by Mob Bk ref no 324784446798 Avl Bal Rs:751.08 -Union Bank of India,2023-09-04 02:31:55.268+00,AX-UNIONB,c7356337-ef4e-49e6-8214-0e03120eb476
39883568-51ae-44cc-9a61-7b7615e4a128,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs.239 on 04-09-2023 12:49:52 by Mob Bk ref no 361369817720 Avl Bal Rs:512.08 -Union Bank of India,2023-09-04 07:19:55.958+00,AX-UNIONB,9a9ee747-c5ac-4090-a7f0-0ed25815a50d
b1e05ee2-b26d-4d09-93f6-ff6e1eb80585,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs.35 on 15-09-2023 10:39:30 by Mob Bk ref no 325828467669 Avl Bal Rs:477.08 -Union Bank of India,2023-09-15 05:09:31.893+00,AX-UNIONB,c04fb536-fe1d-4d20-b236-42d7da7a7991
966b6b0a-33c6-4160-8428-2a0b46659099,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:790.00 on 15-09-2023 13:20:47 by Mob Bk ref no 325801444402 Avl Bal Rs:467.08 -Union Bank of India,2023-09-15 07:50:54.144+00,AX-unionB,fcad8067-40d7-4886-9884-64f0aae88f6c
d06ecbd0-6747-47da-9bbb-51746f8105c6,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:180.00 on 21-09-2023 20:00:41 by Mob Bk ref no 326448921929 Avl Bal Rs:524.08 -Union Bank of India,2023-09-21 14:31:06.515+00,AX-UNIONB,c5c72cf0-98c8-42dd-a30f-bad8e4040f44
8cfb4421-f506-4c52-a776-e13e756dad88,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:50.00 on 28-09-2023 14:02:56 by Mob Bk ref no 327133403304 Avl Bal Rs:376.38 -Union Bank of India,2023-09-28 08:33:03.091+00,AX-unionB,bc739d89-6ef8-4890-83ff-939884f80fe7
67267618-f0b9-4d15-aaf3-5f90d27fad0d,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:280.00 on 21-10-2023 12:01:32 by Mob Bk ref no 366093104860 Avl Bal Rs:1134.38 -Union Bank of India,2023-10-21 06:34:07.372+00,AX-UNIONB,d5b36b47-308a-46f0-8e0c-d89082aefe00
5ef554dc-030b-4e76-8752-95ba6d9c9318,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:100.00 on 01-11-2023 14:07:11 by Mob Bk ref no 330524793419 Avl Bal Rs:2084.38 -Union Bank of India,2023-11-01 08:37:20.06+00,AX-unionB,d89a5eee-496d-4a09-8bb0-8175c8c0411c
2797f5ca-32fb-4027-afab-51d1068cef55,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:300.00 on 04-11-2023 11:54:34 by Mob Bk ref no 330881842294 Avl Bal Rs:2385.38 -Union Bank of India,2023-11-04 06:24:49.215+00,AX-UNIONB,36d6c498-4f5e-45a0-a626-068de81ed48b
1cf1491f-4f98-4c8c-b921-45402369cb82,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:1400.00 on 04-11-2023 14:01:54 by Mob Bk ref no 367438136378 Avl Bal Rs:2085.38 -Union Bank of India,2023-11-04 08:32:01.232+00,AX-unionB,93b2ee46-19bf-41d9-91c2-45eb74a15944
0a61ad70-ece9-41bd-a702-549f61d0f7cd,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:70.00 on 14-11-2023 10:31:49 by Mob Bk ref no 331864987103 Avl Bal Rs:1932.38 -Union Bank of India,2023-11-14 05:01:58.337+00,AX-UNIONB,14772af6-9850-496f-b6af-9e043f1128ae
37cee85a-69a3-4e05-8049-f4f6c175d5ac,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:30.00 on 22-11-2023 11:47:51 by Mob Bk ref no 369213841292 Avl Bal Rs:1052.38 -Union Bank of India,2023-11-22 06:18:03.091+00,AX-UNIONB,b1314c41-5e96-448b-8298-31e35fdce4f9
22bf6d1c-2c50-4fb9-ba06-14d1047beb6d,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:1300.00 on 25-11-2023 13:31:04 by Mob Bk ref no 369576873199 Avl Bal Rs:2052.38 -Union Bank of India,2023-11-25 08:02:54.469+00,AX-UNIONB,3efd30bd-7d86-4045-9d8a-b07886fb569c
e12bd90a-62ee-4ef4-8651-f507965abf68,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:314.00 on 30-11-2023 15:18:17 by Mob Bk ref no 333422011789 Avl Bal Rs:2478.38 -Union Bank of India,2023-11-30 09:48:28.993+00,AX-UNIONB,b563e91a-73cb-456d-823b-e54bd7e24bcd
044ca58c-6836-46d5-9058-eb3fb815738b,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:60.00 on 01-12-2023 18:14:45 by Mob Bk ref no 370122613032 Avl Bal Rs:2198.38 -Union Bank of India,2023-12-01 12:47:13.842+00,AX-UNIONB,08f6e6b4-8c0d-4b06-b3ee-cb03678fae8a
d9820c75-b615-45e6-b866-7ef06fa86954,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:100.00 on 02-12-2023 16:30:42 by Mob Bk ref no 370277140192 Avl Bal Rs:2398.38 -Union Bank of India,2023-12-02 11:01:26.605+00,AX-unionB,7191bb39-9a79-4ebb-a518-8fda3194f539
59d2b376-f268-4232-b115-5e5ce4033821,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:45.00 on 04-12-2023 09:47:37 by Mob Bk ref no 370474046551 Avl Bal Rs:2353.38 -Union Bank of India,2023-12-04 04:17:48.421+00,AX-UNIONB,f94ffb2e-d023-456c-ae2c-67c689b3472e
9c07a2f2-365d-4730-9f2f-8a652c690f29,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Debited for Rs:30.00 on 11-12-2023 10:00:10 by Mob Bk ref no 371182252468 Avl Bal Rs:2448.38 -Union Bank of India,2023-12-11 04:30:22.945+00,AX-UNIONB,28f8254e-3a9d-4650-aa03-617705b96f64
b43f37c4-9005-45f2-ba64-db44aa1059d7,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:30.00 on 19-12-2023 12:56:33 by Mob Bk ref no 371949717231 Avl Bal Rs:1868.38.If not you, Call 1800222243 -Union Bank of India",2023-12-19 07:27:15.198+00,AX-UNIONB,722d9b60-69c5-49af-8184-71ec7011358e
2b052f61-da06-4341-b0ac-35c43e0188d1,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:220.00 on 20-12-2023 08:34:36 by Mob Bk ref no 335486881589 Avl Bal Rs:1648.38.If not you, Call 1800222243 -Union Bank of India",2023-12-20 03:04:45.081+00,AX-UNIONB,9c59f910-bf26-4b1d-8679-1f7dd2c4d924
b41387be-13c5-479e-8443-e3176977ca50,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:300.00 on 20-12-2023 20:52:48 by Mob Bk ref no 372053104052 Avl Bal Rs:1346.38.If not you, Call 1800222243 -Union Bank of India",2023-12-20 15:23:00.867+00,AX-unionB,d23c382f-e540-488a-9bd8-b497c98e6e14
9b9f2eda-a2cc-4bfb-a908-99709565f98b,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:60.00 on 23-12-2023 16:10:24 by Mob Bk ref no 335797073995 Avl Bal Rs:605.48.Never Share OTP/PIN/CVV-Union Bank of India,2023-12-23 10:40:42.381+00,AX-UNIONB,1281d340-53fb-4f80-898a-c3f9b55f556b
04e97294-730d-4881-a59d-8ef77efbf6ae,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:300.00 on 06-01-2024 08:41:56 by Mob Bk ref no 437278564386 Avl Bal Rs:3807.79.Never Share OTP/PIN/CVV-Union Bank of India,2024-01-06 03:12:05.962+00,AX-UNIONB,498953f0-4285-4059-bc6d-dec2e59ed8e6
b9e48e06-afe3-4b57-a1c3-4b60bb5f6d11,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:1000.00 on 07-01-2024 10:00:58 by Mob Bk ref no 437377613247 Avl Bal Rs:4807.79.Never Share OTP/PIN/CVV-Union Bank of India,2024-01-07 04:31:06.441+00,AX-UNIONB,6918ee89-1fc6-45d3-aaa4-e8fa379f5a37
f477e02c-edb3-4c78-86d6-074ad319063f,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:50.00 on 23-01-2024 13:47:35 by Mob Bk ref no 438942032940 Avl Bal Rs:3495.79.If not you, Call 1800222243 -Union Bank of India",2024-01-23 08:17:49.282+00,AX-unionB,a6dcd89c-80b8-427f-b201-6bf028f348b2
e21abcce-c638-4b0f-bc74-d18b4f3d2e4b,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:1000.00 on 25-01-2024 18:04:18 by Mob Bk ref no 402588967655 Avl Bal Rs:2305.79.If not you, Call 1800222243 -Union Bank of India",2024-01-25 12:34:38.009+00,AX-UNIONB,051428ef-76ac-4f9c-a0e1-115ee0edb6a6
39bbe713-f195-45cd-8eaf-79e4ff17bef2,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:200.00 on 30-01-2024 14:30:52 by Mob Bk ref no 403088460528 Avl Bal Rs:2485.79.Never Share OTP/PIN/CVV-Union Bank of India,2024-01-30 09:01:00.151+00,AX-UNIONB,3c99531d-a1be-48a7-985d-7a81fae9e2a8
32dac3ed-aa6d-4a02-a813-514bf7fd33e0,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:1003.54 on 12-02-2024 16:15:02 by Mob Bk ref no 404374390538 Avl Bal Rs:5932.25.If not you, Call 1800222243 -Union Bank of India",2024-02-12 11:04:47.592+00,AX-UNIONB,8a9cc919-7e31-4887-819a-fb738cc233ba
2ed50e2b-364d-4b45-b8b5-b23645f24bdc,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:1003.54 on 12-02-2024 16:18:56 by Mob Bk ref no 404318906512 Avl Bal Rs:4928.71.If not you, Call 1800222243 -Union Bank of India",2024-02-12 11:09:52.441+00,AX-UNIONB,fabbf557-8e6a-4867-9f97-9c67c50bd13a
15bbc74e-1cbb-46df-ae36-d075b9a94d0f,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:595.92 on 12-02-2024 16:34:51 by Mob Bk ref no 440926293163 Avl Bal Rs:1322.17.If not you, Call 1800222243 -Union Bank of India",2024-02-12 11:21:37.932+00,AX-UNIONB,24b028c8-4ec3-4295-b35f-5b57cbba2d84
f44fbbd8-0550-4bb5-9b0a-de095aa5e00d,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:40.00 on 19-02-2024 10:19:51 by Mob Bk ref no 405081451987 Avl Bal Rs:237.04.Never Share OTP/PIN/CVV-Union Bank of India,2024-02-19 04:49:59.652+00,AX-UNIONB,7e06ead0-9817-438b-abcb-42f3686f7d96
d1f70589-68b4-412c-b1cc-1c4b2940ee27,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:40.00 on 21-02-2024 13:09:26 by Mob Bk ref no 441877948338 Avl Bal Rs:367.04.If not you, Call 1800222243 -Union Bank of India",2024-02-21 07:39:41.41+00,AX-UNIONB,abb967db-4858-492f-b950-3bd8d5040b7c
fe5d20fc-cf2a-40ed-9ff9-beedd987e5b4,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:300.00 on 24-02-2024 10:19:58 by Mob Bk ref no 405519074481 Avl Bal Rs:532.04.Never Share OTP/PIN/CVV-Union Bank of India,2024-02-24 04:50:07.367+00,AX-UNIONB,dbd395e1-8af7-41cf-ba8c-dd7ed3557a54
493bbb68-a220-4cbd-ad82-06643222aaf7,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:135.00 on 24-02-2024 10:19:58 by Mob Bk ref no 442146727563 Avl Bal Rs:397.04.If not you, Call 1800222243 -Union Bank of India",2024-02-24 04:50:10.176+00,AX-UNIONB,936f0638-8e80-4402-99f5-1cf7de44a6a4
f506d8c1-8892-4dc9-93c1-56d0ec7f1d48,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:75.00 on 24-02-2024 10:26:42 by Mob Bk ref no 442157628157 Avl Bal Rs:322.04.If not you, Call 1800222243 -Union Bank of India",2024-02-24 04:56:52.505+00,AX-UNIONB,700e724d-d2aa-44d0-95cb-bee460517780
8abd31b2-6ff3-4e23-9dd7-96d4e62d6b94,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:25.00 on 26-02-2024 10:22:21 by Mob Bk ref no 442395270007 Avl Bal Rs:272.04.If not you, Call 1800222243 -Union Bank of India",2024-02-26 04:52:40.414+00,AX-UNIONB,c9f141cb-2509-4b4e-bd2d-94ecf727d57a
33887b13-b80d-4036-8b71-56e60caa9350,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:20.00 on 07-03-2024 13:14:47 by Mob Bk ref no 406713528741 Avl Bal Rs:31.04.If not you, Call 1800222243 -Union Bank of India",2024-03-07 07:44:59.014+00,AX-UNIONB,9e827e56-f229-41f6-b787-cde20fc7b186
af4a9b17-3320-4bb1-9d75-dbd552eaaac2,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:200.00 on 15-03-2024 13:43:05 by Mob Bk ref no 407515832340 Avl Bal Rs:1.04.If not you, Call 1800222243 -Union Bank of India",2024-03-15 08:13:23.034+00,AX-UNIONB,835f0ffd-6360-42c8-a91d-753be52de394
5e88f66c-b68b-48a6-89ae-009e043d9706,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:10.00 on 15-03-2024 13:43:29 by Mob Bk ref no 407567698236 Avl Bal Rs:11.04.Never Share OTP/PIN/CVV-Union Bank of India,2024-03-15 08:13:38.783+00,AX-UNIONB,773d5195-cb34-49cb-9eca-e5b140e1911e
b6f2c6c6-7e70-4dbc-932a-055d704705a5,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:819.00 on 29-03-2024 14:39:43 by Mob Bk ref no 445508265574 Avl Bal Rs:9993.70.If not you, Call 1800222243 -Union Bank of India",2024-03-29 09:09:52.924+00,AX-UNIONB,a6c3c7f6-3838-43ca-94d2-75acc8db3e3a
d54f1cf9-0a01-456f-93b7-bd73f4e2d407,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:920.00 on 29-03-2024 16:37:24 by Mob Bk ref no 445596413534 Avl Bal Rs:9373.70.If not you, Call 1800222243 -Union Bank of India",2024-03-29 11:07:33.492+00,AX-UNIONB,a07675b0-aeee-443d-9c89-95f277a32337
f13ee462-fbfa-4998-b23c-255f03c50d23,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:476.00 on 03-05-2024 14:20:32 by Mob Bk ref no 449086802667 Avl Bal Rs:10.70.If not you, Call 1800222243 -Union Bank of India",2024-05-03 08:50:42.075+00,AX-UNIONB,63c5f996-a0f5-4b71-9722-280ed5f4280e
92411532-fd55-423d-a685-883df97a41d2,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:270.00 on 15-05-2024 14:56:10 by Mob Bk ref no 413600235411 Avl Bal Rs:1266.70.Never Share OTP/PIN/CVV-Union Bank of India,2024-05-15 09:26:20.747+00,AX-UNIONB,10c96180-447b-4f22-94b0-3a03db874b1e
5f8a86c8-1e24-4adf-83ca-8c0f080bf8da,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:89.00 on 12-07-2024 19:24:39 by Mob Bk ref no 456091550421 Avl Bal Rs:12781.48.If not you, Call 1800222243 -Union Bank of India",2024-07-12 13:54:50.381+00,AX-UNIONB,33e81d8e-9761-476d-9217-b8fc878ebb2e
91c1bcb8-4fb1-4338-9b6e-781dc4b15795,fe568ddc-c0f7-448f-8f80-5e17045947d4,"A/c *0186 Debited for Rs:40000.00 on 15-07-2024 09:20:53 by Mob Bk ref no 419794876379 Avl Bal Rs:18479.48.If not you, Call 1800222243 -Union Bank of India",2024-07-15 03:51:06.4+00,AX-UNIONB,fab1753a-6b4e-46a1-ac1e-1a1b05289de5
6ea1acfc-390f-4991-a23f-42ec72d0ff97,fe568ddc-c0f7-448f-8f80-5e17045947d4,A/c *0186 Credited for Rs:1360.00 on 29-07-2024 13:30:14 by Mob Bk ref no 421113648740 Avl Bal Rs:28932.58.Never Share OTP/PIN/CVV-Union Bank of India,2024-07-29 08:00:23.086+00,JD-UNIONB,8a876104-6023-4685-9a67-f38b83440922
